,bot,shoes
N03707,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2707768.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2719148.jpg
N01319,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2951958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3125328.jpg
N05046,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2519968.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2801008.jpg
N06386,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3451569.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3399449.jpg
N09170,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3350149.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3830801.jpg
N06956,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3782199.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3519589.jpg
N10230,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4149451.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4150021.jpg
N11894,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3976201.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3757399.jpg
N06099,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3793819.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3804419.jpg
N08428,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3389179.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356799.jpg
N04923,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2903158.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2900478.jpg
N00404,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2775338.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2775588.jpg
N14894,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978811.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970431.jpg
N00712,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2832768.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2758458.jpg
N01171,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3037638.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2882578.jpg
N09288,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3531919.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356139.jpg
N01215,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2548458.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2786698.jpg
N07854,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3365219.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3379839.jpg
N11764,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3943721.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3918131.jpg
N02363,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2749818.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2485698.jpg
N07722,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3449139.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3412559.jpg
N00167,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2576488.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2712368.jpg
N03463,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2671118.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2149747.jpg
N16917,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3957911.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3703709.jpg
N00064,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2582508.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2333647.jpg
N14109,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4151291.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4365981.jpg
N09239,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3595969.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3780039.jpg
N05589,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3702129.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3728279.jpg
N01907,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2494818.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2878198.jpg
N09974,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3956561.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3962131.jpg
N07250,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3053758.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3339719.jpg
N04314,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2935958.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2929768.jpg
N05992,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3387379.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344789.jpg
N09696,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3167829.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3167899.jpg
N10518,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4151621.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4275361.jpg
N08771,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3578609.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3419149.jpg
N03405,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2488238.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2376387.jpg
N01380,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3220289.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3074248.jpg
N00255,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2723978.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2428308.jpg
N02883,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2594278.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2826838.jpg
N08486,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3817481.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3654899.jpg
N03015,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2755138.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2689968.jpg
N10448,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4371271.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4458721.jpg
N00493,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2787628.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2787678.jpg
N06205,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3753699.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3530259.jpg
N14291,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4013951.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3930561.jpg
N07266,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3511009.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3240129.jpg
N08929,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3400519.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356139.jpg
N05377,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3444749.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3267649.jpg
N01224,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2707578.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2805628.jpg
N08386,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3413119.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3429929.jpg
N09219,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3565329.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3302749.jpg
N04171,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2831538.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2580178.jpg
N15038,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978981.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3970311.jpg
N07612,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3799809.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3428309.jpg
N04540,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2686068.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2643748.jpg
N08028,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3686139.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3225959.jpg
N01961,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2428408.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2713728.jpg
N08347,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3347409.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356119.jpg
N14883,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4006761.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3944941.jpg
N01612,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3167679.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3074528.jpg
N05269,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2936078.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3225879.jpg
N14840,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3928761.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3935121.jpg
N00845,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2790468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2574598.jpg
N09935,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3975571.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926461.jpg
N00194,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2576258.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2596838.jpg
N11010,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4013701.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4015071.jpg
N09830,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3037968.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3216409.jpg
N14143,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4301321.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4347131.jpg
N02426,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2750178.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2779008.jpg
N04867,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2911468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2908698.jpg
N03632,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2563378.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584358.jpg
N01763,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3002878.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2951768.jpg
N12904,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4449641.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3914781.jpg
N01544,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2923698.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2924848.jpg
N05862,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3523009.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3442219.jpg
N06740,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3735109.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3419249.jpg
N05962,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3440469.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381599.jpg
N09166,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3365299.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3526769.jpg
N01647,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3213409.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3216319.jpg
N03453,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2553868.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2580188.jpg
N05873,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3790879.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3899051.jpg
N01503,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2913708.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2929738.jpg
N03374,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2623458.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2663938.jpg
N04699,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2950468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2509668.jpg
N10073,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3910901.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3917231.jpg
N01804,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3196689.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3138288.jpg
N07487,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3430149.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3336399.jpg
N06874,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3372479.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3356029.jpg
N09048,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3544299.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3446039.jpg
N11214,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4262221.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3992211.jpg
N00487,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2911468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2858348.jpg
N11001,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4125011.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3720129.jpg
N01343,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3023848.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2993828.jpg
N01055,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2755948.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2659708.jpg
N07649,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3425069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3382069.jpg
N11317,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4154821.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4275581.jpg
N07004,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362739.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3733379.jpg
N10669,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3014858.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3212419.jpg
N03749,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2417377.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2515518.jpg
N03768,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2571838.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2584368.jpg
N01776,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2915368.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3291989.jpg
N01207,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2490378.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2575568.jpg
N01048,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2662708.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2689208.jpg
N03682,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2727388.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2642218.jpg
N06248,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3599069.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3400859.jpg
N08382,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3393119.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3519589.jpg
N11735,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978711.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4114761.jpg
N04423,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3016808.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2993828.jpg
N15579,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3861601.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4017081.jpg
N01332,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2971088.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2971608.jpg
N08367,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3593249.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381349.jpg
N09388,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4025101.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3886991.jpg
N14951,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4001861.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4389391.jpg
N00730,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2576248.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2580188.jpg
N08165,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3543439.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3400719.jpg
N05716,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3640279.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3398289.jpg
N09923,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3975601.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3977951.jpg
N04911,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2908278.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2922448.jpg
N01437,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2960418.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2899698.jpg
N05444,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3704339.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3419149.jpg
N06434,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2936078.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3445249.jpg
N08880,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3555819.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3412869.jpg
N02882,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2672228.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2551498.jpg
N01730,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3014858.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2925848.jpg
N01193,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2790468.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2750498.jpg
N03266,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2578878.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2524448.jpg
N02194,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2779948.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2698628.jpg
N11231,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3915021.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3948041.jpg
N08365,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3593449.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3606099.jpg
N14498,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4082731.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3953871.jpg
N00656,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3037568.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2654268.jpg
N01858,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2932458.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2832608.jpg
N02301,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2643938.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2666608.jpg
N05912,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3486389.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3481269.jpg
N00613,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2633508.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2747468.jpg
N07846,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3365239.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3364279.jpg
N01284,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3041978.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3029808.jpg
N04945,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2428408.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2888088.jpg
N10479,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3978751.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3926511.jpg
N08477,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3766539.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3577039.jpg
N03190,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2563768.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2666628.jpg
N11877,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3994741.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3918161.jpg
N08884,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3379819.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3381639.jpg
N08314,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3400549.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3467599.jpg
N01891,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2513208.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2784158.jpg
N01247,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/2919618.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/2920608.jpg
N06482,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3334049.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3358819.jpg
N06997,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3362669.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3365139.jpg
N14567,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4109891.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4165421.jpg
N06620,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/3433379.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/3344789.jpg
N14462,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/bottom/4353211.jpg,/content/drive/MyDrive/Colab_Notebooks/RecSys/items/recs/shoes/4429821.jpg
